"x";"y";"zTopo";"from_SecondarySeal";"to_SecondarySeal";"thickness_SecondarySeal";"from_SecondaryReservoir";"to_SecondaryReservoir";"thickness_SecondaryReservoir";"from_Seal";"to_Seal";"thickness_Seal";"from_Reservoir";"to_Reservoir";"thickness_Reservoir";"from_NonReservoirDeep";"to_NonReservoirDeep";"thickness_NonReservoirDeep";
1060;1860;-1;-1;-407.215;406.215;-407.215;-468.921;61.7058;-468.921;-1104.84;635.916;-1104.84;-1334.99;230.154;-1334.99;-2000;665.008;
1100;1860;-1;-1;-421.431;420.431;-421.431;-482.024;60.5925;-482.024;-1105.31;623.291;-1105.31;-1344.44;239.123;-1344.44;-2000;655.562;
1140;1860;-1;-1;-435.314;434.314;-435.314;-495.053;59.7392;-495.053;-1104.96;609.91;-1104.96;-1351.88;246.92;-1351.88;-2000;648.116;
1180;1860;-1;-1;-449.009;448.009;-449.009;-508.175;59.1657;-508.175;-1105.73;597.556;-1105.73;-1357.81;252.078;-1357.81;-2000;642.19;
1220;1860;-1;-1;-462.625;461.625;-462.625;-521.438;58.8125;-521.438;-1107.88;586.444;-1107.88;-1362.56;254.679;-1362.56;-2000;637.439;
1260;1860;-1;-1;-476.181;475.181;-476.181;-534.917;58.7361;-534.917;-1111.35;576.438;-1111.35;-1366.4;255.042;-1366.4;-2000;633.603;
1300;1860;-1;-1;-489.705;488.705;-489.705;-548.561;58.8563;-548.561;-1115.71;567.145;-1115.71;-1369.5;253.797;-1369.5;-2000;630.497;
1340;1860;-1;-1;-503.136;502.136;-503.136;-562.282;59.1466;-562.282;-1120.53;558.247;-1120.53;-1372;251.466;-1372;-2000;628.004;
1380;1860;-1;-1;-516.373;515.373;-516.373;-575.935;59.5618;-575.935;-1125.52;549.582;-1125.52;-1373.92;248.407;-1373.92;-2000;626.077;
1420;1860;-1;-1;-529.271;528.271;-529.271;-589.324;60.0526;-589.324;-1130.29;540.967;-1130.29;-1375.27;244.979;-1375.27;-2000;624.73;
1460;1860;-1;-1;-541.649;540.649;-541.649;-602.219;60.5698;-602.219;-1134.55;532.327;-1134.55;-1375.96;241.417;-1375.96;-2000;624.037;
1500;1860;-1;-1;-553.292;552.292;-553.292;-614.359;61.0677;-614.359;-1138;523.637;-1138;-1375.88;237.884;-1375.88;-2000;624.119;
1540;1860;-1;-1;-563.965;562.965;-563.965;-625.468;61.503;-625.468;-1140.37;514.903;-1140.37;-1374.86;234.491;-1374.86;-2000;625.138;
1580;1860;-1;-1;-573.425;572.425;-573.425;-635.266;61.8415;-635.266;-1141.41;506.144;-1141.41;-1372.72;231.307;-1372.72;-2000;627.283;
1620;1860;-1;-1;-581.429;580.429;-581.429;-643.488;62.0591;-643.488;-1140.87;497.384;-1140.87;-1369.24;228.365;-1369.24;-2000;630.763;
1660;1860;-1;-1;-587.751;586.751;-587.751;-649.892;62.1416;-649.892;-1138.53;488.635;-1138.53;-1364.2;225.675;-1364.2;-2000;635.798;
1700;1860;-1;-1;-592.203;591.203;-592.203;-654.275;62.0719;-654.275;-1134.18;479.907;-1134.18;-1357.4;223.214;-1357.4;-2000;642.604;
1740;1860;-1;-1;-594.593;593.593;-594.593;-656.476;61.8833;-656.476;-1127.67;471.192;-1127.67;-1348.61;220.943;-1348.61;-2000;651.389;
1780;1860;-1;-1;-594.822;593.822;-594.822;-656.386;61.5644;-656.386;-1118.91;462.526;-1118.91;-1337.66;218.747;-1337.66;-2000;662.341;
1820;1860;-1;-1;-592.82;591.82;-592.82;-653.95;61.1295;-653.95;-1107.85;453.9;-1107.85;-1324.39;216.535;-1324.39;-2000;675.615;
1860;1860;-1;-1;-588.57;587.57;-588.57;-649.166;60.5955;-649.166;-1094.48;445.313;-1094.48;-1308.67;214.196;-1308.67;-2000;691.325;
1900;1860;-1;-1;-582.105;581.105;-582.105;-642.085;59.9802;-642.085;-1078.84;436.756;-1078.84;-1290.48;211.639;-1290.48;-2000;709.52;
1940;1860;-1;-1;-573.489;572.489;-573.489;-632.805;59.3159;-632.805;-1061.04;428.235;-1061.04;-1269.89;208.848;-1269.89;-2000;730.111;
1980;1860;-1;-1;-562.874;561.874;-562.874;-621.465;58.591;-621.465;-1041.23;419.77;-1041.23;-1247.02;205.785;-1247.02;-2000;752.981;
20;1820;-1;-1;-1;0;-1;-1;0;-1;-300.548;299.548;-300.548;-566.923;266.375;-566.923;-2000;1433.08;
60;1820;-1;-1;-1;0;-1;-1;0;-1;-329.54;328.54;-329.54;-601.643;272.103;-601.643;-2000;1398.36;
100;1820;-1;-1;-1;0;-1;-1;0;-1;-360.967;359.967;-360.967;-638.561;277.593;-638.561;-2000;1361.44;
140;1820;-1;-1;-1;0;-1;-1;0;-1;-394.808;393.808;-394.808;-677.335;282.526;-677.335;-2000;1322.67;
180;1820;-1;-1;-1;0;-1;-1;0;-1;-430.918;429.918;-430.918;-717.524;286.606;-717.524;-2000;1282.48;
220;1820;-1;-1;-1;0;-1;-1;0;-1;-469.212;468.212;-469.212;-758.601;289.389;-758.601;-2000;1241.4;
260;1820;-1;-1;-1;0;-1;-1;0;-1;-509.45;508.45;-509.45;-799.972;290.522;-799.972;-2000;1200.03;
300;1820;-1;-1;-1;0;-1;-1;0;-1;-551.34;550.34;-551.34;-840.996;289.656;-840.996;-2000;1159;
340;1820;-1;-1;-1;0;-1;-23.022;22.022;-23.022;-594.519;571.497;-594.519;-881.147;286.628;-881.147;-2000;1118.85;
380;1820;-1;-1;-1;0;-1;-53.6011;52.6011;-53.6011;-638.51;584.909;-638.51;-919.9;281.391;-919.9;-2000;1080.1;
420;1820;-1;-1;-12.9265;11.9265;-12.9265;-84.9722;72.0457;-84.9722;-682.811;597.838;-682.811;-956.823;274.012;-956.823;-2000;1043.18;
460;1820;-1;-1;-43.9131;42.9131;-43.9131;-116.86;72.9473;-116.86;-726.824;609.964;-726.824;-991.598;264.774;-991.598;-2000;1008.4;
500;1820;-1;-1;-75.2482;74.2482;-75.2482;-148.951;73.7024;-148.951;-769.922;620.972;-769.922;-1024;254.082;-1024;-2000;975.996;
540;1820;-1;-1;-106.627;105.627;-106.627;-180.896;74.269;-180.896;-811.423;630.527;-811.423;-1054.02;242.595;-1054.02;-2000;945.982;
580;1820;-1;-1;-137.724;136.724;-137.724;-212.334;74.6091;-212.334;-850.836;638.503;-850.836;-1081.64;230.808;-1081.64;-2000;918.356;
620;1820;-1;-1;-168.209;167.209;-168.209;-242.901;74.6918;-242.901;-887.531;644.63;-887.531;-1106.99;219.455;-1106.99;-2000;893.015;
660;1820;-1;-1;-197.765;196.765;-197.765;-272.245;74.4799;-272.245;-921.028;648.783;-921.028;-1130.29;209.263;-1130.29;-2000;869.709;
700;1820;-1;-1;-226.101;225.101;-226.101;-300.063;73.9622;-300.063;-951.022;650.959;-951.022;-1152.03;201.006;-1152.03;-2000;847.972;
740;1820;-1;-1;-252.987;251.987;-252.987;-326.107;73.1202;-326.107;-976.846;650.739;-976.846;-1171.94;195.093;-1171.94;-2000;828.061;
780;1820;-1;-1;-278.25;277.25;-278.25;-350.224;71.9746;-350.224;-998.139;647.914;-998.139;-1193.1;194.961;-1193.1;-2000;806.901;
820;1820;-1;-1;-301.802;300.802;-301.802;-372.379;70.577;-372.379;-1013.9;641.522;-1013.9;-1216.29;202.394;-1216.29;-2000;783.705;
860;1820;-1;-1;-323.652;322.652;-323.652;-392.628;68.9763;-392.628;-1025.36;632.729;-1025.36;-1241.64;216.282;-1241.64;-2000;758.361;
900;1820;-1;-1;-343.883;342.883;-343.883;-411.137;67.254;-411.137;-1023.36;612.226;-1023.36;-1267.39;244.026;-1267.39;-2000;732.611;
940;1820;-1;-1;-362.652;361.652;-362.652;-428.159;65.5078;-428.159;-1028.99;600.827;-1028.99;-1291.72;262.731;-1291.72;-2000;708.283;
980;1820;-1;-1;-380.172;379.172;-380.172;-443.992;63.8196;-443.992;-1037.9;593.904;-1037.9;-1313.1;275.205;-1313.1;-2000;686.899;
1020;1820;-1;-1;-396.683;395.683;-396.683;-458.95;62.267;-458.95;-1056.46;597.514;-1056.46;-1330.52;274.058;-1330.52;-2000;669.479;
1060;1820;-1;-1;-412.429;411.429;-412.429;-473.344;60.915;-473.344;-1075.82;602.473;-1075.82;-1344.24;268.42;-1344.24;-2000;655.763;
1100;1820;-1;-1;-427.643;426.643;-427.643;-487.452;59.8088;-487.452;-1088.78;601.323;-1088.78;-1355;266.227;-1355;-2000;644.998;
1140;1820;-1;-1;-442.527;441.527;-442.527;-501.498;58.9716;-501.498;-1098.09;596.596;-1098.09;-1363.57;265.474;-1363.57;-2000;636.432;
1180;1820;-1;-1;-457.242;456.242;-457.242;-515.659;58.4165;-515.659;-1106.19;590.528;-1106.19;-1370.5;264.314;-1370.5;-2000;629.499;
1220;1820;-1;-1;-471.908;470.908;-471.908;-530.028;58.1204;-530.028;-1113.86;583.831;-1113.86;-1376.22;262.357;-1376.22;-2000;623.784;
1260;1820;-1;-1;-486.573;485.573;-486.573;-544.667;58.0944;-544.667;-1121.55;576.887;-1121.55;-1381.01;259.459;-1381.01;-2000;618.986;
1300;1820;-1;-1;-501.262;500.262;-501.262;-559.545;58.283;-559.545;-1129.19;569.64;-1129.19;-1385.1;255.918;-1385.1;-2000;614.897;
1340;1820;-1;-1;-515.911;514.911;-515.911;-574.522;58.6112;-574.522;-1136.74;562.216;-1136.74;-1388.61;251.873;-1388.61;-2000;611.389;
1380;1820;-1;-1;-530.404;529.404;-530.404;-589.613;59.2091;-589.613;-1143.96;554.349;-1143.96;-1391.59;247.624;-1391.59;-2000;608.414;
1420;1820;-1;-1;-544.59;543.59;-544.59;-604.457;59.8677;-604.457;-1150.66;546.202;-1150.66;-1394.01;243.35;-1394.01;-2000;605.991;
1460;1820;-1;-1;-558.272;557.272;-558.272;-618.824;60.5524;-618.824;-1156.61;537.782;-1156.61;-1395.8;239.194;-1395.8;-2000;604.199;
1500;1820;-1;-1;-571.215;570.215;-571.215;-632.426;61.2108;-632.426;-1161.57;529.145;-1161.57;-1396.83;235.257;-1396.83;-2000;603.172;
1540;1820;-1;-1;-583.158;582.158;-583.158;-644.95;61.7919;-644.95;-1165.31;520.362;-1165.31;-1396.92;231.607;-1396.92;-2000;603.081;
1580;1820;-1;-1;-593.839;592.839;-593.839;-656.08;62.2407;-656.08;-1167.59;511.506;-1167.59;-1395.87;228.28;-1395.87;-2000;604.134;
1620;1820;-1;-1;-602.94;601.94;-602.94;-665.509;62.5697;-665.509;-1168.15;502.639;-1168.15;-1393.44;225.294;-1393.44;-2000;606.557;
1660;1820;-1;-1;-610.241;609.241;-610.241;-672.962;62.7205;-672.962;-1166.78;493.815;-1166.78;-1389.41;222.632;-1389.41;-2000;610.591;
1700;1820;-1;-1;-615.497;614.497;-615.497;-678.2;62.7032;-678.2;-1163.25;485.05;-1163.25;-1383.52;220.275;-1383.52;-2000;616.475;
1740;1820;-1;-1;-618.517;617.517;-618.517;-681.04;62.5233;-681.04;-1157.38;476.341;-1157.38;-1375.56;218.178;-1375.56;-2000;624.441;
1780;1820;-1;-1;-619.164;618.164;-619.164;-681.358;62.1936;-681.358;-1149.02;467.66;-1149.02;-1365.3;216.284;-1365.3;-2000;634.699;
1820;1820;-1;-1;-617.361;616.361;-617.361;-679.092;61.7313;-679.092;-1138.05;458.96;-1138.05;-1352.57;214.519;-1352.57;-2000;647.428;
1860;1820;-1;-1;-613.089;612.089;-613.089;-674.245;61.1562;-674.245;-1124.43;450.185;-1124.43;-1337.23;212.802;-1337.23;-2000;662.767;
1900;1820;-1;-1;-606.392;605.392;-606.392;-666.881;60.4886;-666.881;-1108.15;441.269;-1108.15;-1319.2;211.054;-1319.2;-2000;680.797;
1940;1820;-1;-1;-597.369;596.369;-597.369;-657.117;59.7481;-657.117;-1089.41;432.292;-1089.41;-1298.46;209.056;-1298.46;-2000;701.535;
1980;1820;-1;-1;-586.166;585.166;-586.166;-645.118;58.9514;-645.118;-1068.46;423.339;-1068.46;-1275.07;206.615;-1275.07;-2000;724.929;
20;1780;-1;-1;-1;0;-1;-1;0;-1;-271.63;270.63;-271.63;-532.154;260.524;-532.154;-2000;1467.85;
60;1780;-1;-1;-1;0;-1;-1;0;-1;-300.483;299.483;-300.483;-567.283;266.8;-567.283;-2000;1432.72;
100;1780;-1;-1;-1;0;-1;-1;0;-1;-331.808;330.808;-331.808;-604.836;273.028;-604.836;-2000;1395.16;
140;1780;-1;-1;-1;0;-1;-1;0;-1;-365.575;364.575;-365.575;-644.52;278.946;-644.52;-2000;1355.48;
180;1780;-1;-1;-1;0;-1;-1;0;-1;-401.706;400.706;-401.706;-685.921;284.215;-685.921;-2000;1314.08;
220;1780;-1;-1;-1;0;-1;-1;0;-1;-440.083;439.083;-440.083;-728.52;288.437;-728.52;-2000;1271.48;
260;1780;-1;-1;-1;0;-1;-1;0;-1;-480.503;479.503;-480.503;-771.712;291.209;-771.712;-2000;1228.29;
300;1780;-1;-1;-1;0;-1;-1;0;-1;-522.695;521.695;-522.695;-814.825;292.13;-814.825;-2000;1185.17;
340;1780;-1;-1;-1;0;-1;-8.77082;7.77082;-8.77082;-566.308;557.537;-566.308;-857.207;290.899;-857.207;-2000;1142.79;
380;1780;-1;-1;-1;0;-1;-40.0129;39.0129;-40.0129;-610.91;570.897;-610.91;-898.288;287.379;-898.288;-2000;1101.71;
420;1780;-1;-1;-1.24633;0.246327;-1.24633;-72.138;70.8916;-72.138;-656.011;583.873;-656.011;-937.549;281.538;-937.549;-2000;1062.45;
460;1780;-1;-1;-33.0828;32.0828;-33.0828;-104.871;71.7886;-104.871;-701.024;596.153;-701.024;-974.587;273.562;-974.587;-2000;1025.41;
500;1780;-1;-1;-65.356;64.356;-65.356;-137.896;72.5403;-137.896;-745.323;607.427;-745.323;-1009.12;263.801;-1009.12;-2000;990.875;
540;1780;-1;-1;-97.7557;96.7557;-97.7557;-170.861;73.1056;-170.861;-788.244;617.383;-788.244;-1041.05;252.806;-1041.05;-2000;958.95;
580;1780;-1;-1;-129.946;128.946;-129.946;-203.397;73.4504;-203.397;-829.097;625.7;-829.097;-1070.42;241.322;-1070.42;-2000;929.581;
620;1780;-1;-1;-161.593;160.593;-161.593;-235.131;73.5375;-235.131;-867.344;632.213;-867.344;-1097.25;229.911;-1097.25;-2000;902.745;
660;1780;-1;-1;-192.362;191.362;-192.362;-265.694;73.332;-265.694;-902.248;636.554;-902.248;-1121.84;219.594;-1121.84;-2000;878.157;
700;1780;-1;-1;-221.948;220.948;-221.948;-294.779;72.8319;-294.779;-933.456;638.676;-933.456;-1144.68;211.222;-1144.68;-2000;855.322;
740;1780;-1;-1;-250.104;249.104;-250.104;-322.121;72.0174;-322.121;-960.166;638.045;-960.166;-1161.37;201.199;-1161.37;-2000;838.634;
780;1780;-1;-1;-276.642;275.642;-276.642;-347.548;70.9064;-347.548;-981.692;634.144;-981.692;-1183.08;201.385;-1183.08;-2000;816.923;
820;1780;-1;-1;-301.457;300.457;-301.457;-371.004;69.547;-371.004;-996.687;625.683;-996.687;-1206.95;210.263;-1206.95;-2000;793.05;
860;1780;-1;-1;-324.54;323.54;-324.54;-392.528;67.9883;-392.528;-1005.52;612.988;-1005.52;-1233.61;228.093;-1233.61;-2000;766.391;
900;1780;-1;-1;-345.962;344.962;-345.962;-412.271;66.3096;-412.271;-999.846;587.575;-999.846;-1261.15;261.304;-1261.15;-2000;738.85;
940;1780;-1;-1;-365.872;364.872;-365.872;-430.477;64.6054;-430.477;-974.749;544.272;-974.749;-1287.43;312.676;-1287.43;-2000;712.575;
980;1780;-1;-1;-384.48;383.48;-384.48;-447.44;62.9601;-447.44;-971.793;524.354;-971.793;-1310.59;338.801;-1310.59;-2000;689.405;
1020;1780;-1;-1;-402.026;401.026;-402.026;-463.494;61.4678;-463.494;-979.276;515.782;-979.276;-1329.89;350.61;-1329.89;-2000;670.114;
1060;1780;-1;-1;-418.771;417.771;-418.771;-478.914;60.1424;-478.914;-1002.88;523.968;-1002.88;-1345.42;342.537;-1345.42;-2000;654.581;
1100;1780;-1;-1;-434.934;433.934;-434.934;-494.036;59.1012;-494.036;-1038.42;544.384;-1038.42;-1357.9;319.484;-1357.9;-2000;642.097;
1140;1780;-1;-1;-450.754;449.754;-450.754;-509.086;58.3323;-509.086;-1068.83;559.74;-1068.83;-1368.02;299.197;-1368.02;-2000;631.977;
1180;1780;-1;-1;-466.398;465.398;-466.398;-524.253;57.8554;-524.253;-1090.63;566.38;-1090.63;-1376.38;285.75;-1376.38;-2000;623.617;
1220;1780;-1;-1;-481.993;480.993;-481.993;-539.663;57.67;-539.663;-1107.62;567.955;-1107.62;-1383.45;275.83;-1383.45;-2000;616.552;
1260;1780;-1;-1;-497.617;496.617;-497.617;-555.376;57.7587;-555.376;-1121.82;566.444;-1121.82;-1389.56;267.739;-1389.56;-2000;610.441;
1300;1780;-1;-1;-513.287;512.287;-513.287;-571.374;58.0863;-571.374;-1134.3;562.929;-1134.3;-1394.95;260.647;-1394.95;-2000;605.05;
1340;1780;-1;-1;-528.964;527.964;-528.964;-585.453;56.4886;-585.453;-1145.62;560.168;-1145.62;-1399.76;254.141;-1399.76;-2000;600.238;
1380;1780;-1;-1;-543.812;542.812;-543.812;-602.136;58.3247;-602.136;-1155.9;553.76;-1155.9;-1404;248.108;-1404;-2000;595.995;
1420;1780;-1;-1;-559.429;558.429;-559.429;-618.638;59.2091;-618.638;-1165.16;546.517;-1165.16;-1407.79;242.638;-1407.79;-2000;592.207;
1460;1780;-1;-1;-574.551;573.551;-574.551;-634.686;60.1344;-634.686;-1173.31;538.629;-1173.31;-1410.92;237.601;-1410.92;-2000;589.084;
1500;1780;-1;-1;-588.912;587.912;-588.912;-649.957;61.0449;-649.957;-1180.23;530.275;-1180.23;-1413.28;233.045;-1413.28;-2000;586.723;
1540;1780;-1;-1;-602.216;601.216;-602.216;-664.098;61.8813;-664.098;-1185.72;521.622;-1185.72;-1414.69;228.97;-1414.69;-2000;585.311;
1580;1780;-1;-1;-614.157;613.157;-614.157;-676.738;62.581;-676.738;-1189.57;512.829;-1189.57;-1414.93;225.365;-1414.93;-2000;585.068;
1620;1780;-1;-1;-624.454;623.454;-624.454;-687.515;63.0614;-687.515;-1191.54;504.029;-1191.54;-1413.76;222.216;-1413.76;-2000;586.24;
1660;1780;-1;-1;-632.806;631.806;-632.806;-696.102;63.2953;-696.102;-1191.42;495.318;-1191.42;-1410.91;219.495;-1410.91;-2000;589.086;
1700;1780;-1;-1;-638.945;637.945;-638.945;-702.268;63.3239;-702.268;-1188.97;486.7;-1188.97;-1406.11;217.14;-1406.11;-2000;593.891;
1740;1780;-1;-1;-642.647;641.647;-642.647;-705.808;63.161;-705.808;-1183.99;478.184;-1183.99;-1399.16;215.164;-1399.16;-2000;600.844;
1780;1780;-1;-1;-643.751;642.751;-643.751;-706.574;62.8228;-706.574;-1176.32;469.745;-1176.32;-1389.75;213.431;-1389.75;-2000;610.251;
1820;1780;-1;-1;-642.167;641.167;-642.167;-704.498;62.3309;-704.498;-1165.83;461.332;-1165.83;-1377.71;211.883;-1377.71;-2000;622.287;
1860;1780;-1;-1;-637.876;636.876;-637.876;-699.586;61.7099;-699.586;-1152.46;452.876;-1152.46;-1362.89;210.423;-1362.89;-2000;637.115;
1900;1780;-1;-1;-630.931;629.931;-630.931;-691.915;60.9846;-691.915;-1136.21;444.297;-1136.21;-1345.17;208.952;-1345.17;-2000;654.835;
1940;1780;-1;-1;-621.448;620.448;-621.448;-681.627;60.1796;-681.627;-1117.16;435.534;-1117.16;-1324.52;207.36;-1324.52;-2000;675.478;
1980;1780;-1;-1;-609.599;608.599;-609.599;-668.917;59.3175;-668.917;-1095.45;426.532;-1095.45;-1301;205.555;-1301;-2000;698.996;
20;1740;-1;-1;-1;0;-1;-1;0;-1;-245.313;244.313;-245.313;-499.169;253.856;-499.169;-2000;1500.83;
60;1740;-1;-1;-1;0;-1;-1;0;-1;-273.953;272.953;-273.953;-534.371;260.418;-534.371;-2000;1465.63;
100;1740;-1;-1;-1;0;-1;-1;0;-1;-305.08;304.08;-305.08;-572.167;267.088;-572.167;-2000;1427.83;
140;1740;-1;-1;-1;0;-1;-1;0;-1;-338.673;337.673;-338.673;-612.303;273.63;-612.303;-2000;1387.7;
180;1740;-1;-1;-1;0;-1;-1;0;-1;-374.664;373.664;-374.664;-654.421;279.757;-654.421;-2000;1345.58;
220;1740;-1;-1;-1;0;-1;-1;0;-1;-412.927;411.927;-412.927;-698.023;285.097;-698.023;-2000;1301.98;
260;1740;-1;-1;-1;0;-1;-1;0;-1;-453.285;452.285;-453.285;-742.521;289.235;-742.521;-2000;1257.48;
300;1740;-1;-1;-1;0;-1;-1;0;-1;-495.471;494.471;-495.471;-787.241;291.77;-787.241;-2000;1212.76;
340;1740;-1;-1;-1;0;-1;-1;0;-1;-539.145;538.145;-539.145;-831.454;292.309;-831.454;-2000;1168.55;
380;1740;-1;-1;-1;0;-1;-28.1156;27.1156;-28.1156;-583.89;555.775;-583.89;-874.524;290.634;-874.524;-2000;1125.48;
420;1740;-1;-1;-1;0;-1;-60.9449;59.9449;-60.9449;-629.218;568.273;-629.218;-915.867;286.649;-915.867;-2000;1084.13;
460;1740;-1;-1;-23.801;22.801;-23.801;-94.4689;70.6679;-94.4689;-674.586;580.117;-674.586;-954.992;280.406;-954.992;-2000;1045.01;
500;1740;-1;-1;-56.964;55.964;-56.964;-128.368;71.4044;-128.368;-719.358;590.99;-719.358;-991.555;272.196;-991.555;-2000;1008.45;
540;1740;-1;-1;-90.3327;89.3327;-90.3327;-162.285;71.9525;-162.285;-762.83;600.545;-762.83;-1025.37;262.541;-1025.37;-2000;974.629;
580;1740;-1;-1;-123.566;122.566;-123.566;-195.851;72.2848;-195.851;-804.407;608.555;-804.407;-1056.4;251.997;-1056.4;-2000;943.596;
620;1740;-1;-1;-156.318;155.318;-156.318;-228.681;72.3633;-228.681;-843.342;614.661;-843.342;-1084.76;241.413;-1084.76;-2000;915.245;
660;1740;-1;-1;-188.244;187.244;-188.244;-260.401;72.1569;-260.401;-878.881;618.48;-878.881;-1110.73;231.85;-1110.73;-2000;889.269;
700;1740;-1;-1;-219.029;218.029;-219.029;-290.692;71.6636;-290.692;-910.458;619.766;-910.458;-1134.79;224.334;-1134.79;-2000;865.208;
740;1740;-1;-1;-248.411;247.411;-248.411;-319.28;70.8689;-319.28;-937.257;617.977;-937.257;-1157.83;220.575;-1157.83;-2000;842.169;
780;1740;-1;-1;-276.189;275.189;-276.189;-345.978;69.7891;-345.978;-958.266;612.288;-958.266;-1166.8;208.531;-1166.8;-2000;833.203;
820;1740;-1;-1;-302.243;301.243;-302.243;-370.711;68.4685;-370.711;-972.888;602.177;-972.888;-1190.81;217.925;-1190.81;-2000;809.187;
860;1740;-1;-1;-326.546;325.546;-326.546;-393.502;66.9563;-393.502;-981.053;587.551;-981.053;-1217.63;236.574;-1217.63;-2000;782.373;
900;1740;-1;-1;-349.156;348.156;-349.156;-414.485;65.3287;-414.485;-984.424;569.939;-984.424;-1246.21;261.782;-1246.21;-2000;753.794;
940;1740;-1;-1;-370.214;369.214;-370.214;-433.89;63.6757;-433.89;-959.944;526.054;-959.944;-1274.14;314.2;-1274.14;-2000;725.856;
980;1740;-1;-1;-389.919;388.919;-389.919;-452.002;62.0837;-452.002;-930.476;478.474;-930.476;-1299.38;368.904;-1299.38;-2000;700.619;
1020;1740;-1;-1;-408.514;407.514;-408.514;-469.152;60.6388;-469.152;-938.45;469.297;-938.45;-1320.9;382.451;-1320.9;-2000;679.099;
1060;1740;-1;-1;-426.258;425.258;-426.258;-485.641;59.3831;-485.641;-956.379;470.738;-956.379;-1338.69;382.312;-1338.69;-2000;661.309;
1100;1740;-1;-1;-443.392;442.392;-443.392;-501.793;58.4012;-501.793;-986.093;484.3;-986.093;-1353.27;367.176;-1353.27;-2000;646.731;
1140;1740;-1;-1;-460.153;459.153;-460.153;-517.859;57.7056;-517.859;-1024.16;506.298;-1024.16;-1365.37;341.213;-1365.37;-2000;634.63;
1180;1740;-1;-1;-476.728;475.728;-476.728;-534.043;57.315;-534.043;-1060.52;526.482;-1060.52;-1375.57;315.047;-1375.57;-2000;624.428;
1220;1740;-1;-1;-493.259;492.259;-493.259;-550.492;57.2333;-550.492;-1089.41;538.917;-1089.41;-1384.38;294.969;-1384.38;-2000;615.623;
1260;1740;-1;-1;-509.835;508.835;-509.835;-567.279;57.4437;-567.279;-1112.23;544.955;-1112.23;-1392.16;279.927;-1392.16;-2000;607.839;
1300;1740;-1;-1;-526.488;525.488;-526.488;-584.401;57.9128;-584.401;-1131.05;546.653;-1131.05;-1399.18;268.129;-1399.18;-2000;600.818;
1340;1740;-1;-1;-543.185;542.185;-543.185;-594.709;51.5241;-594.709;-1147.2;552.496;-1147.2;-1405.59;258.388;-1405.59;-2000;594.407;
1380;1740;-1;-1;-555.632;554.632;-555.632;-612.907;57.275;-612.907;-1161.34;548.429;-1161.34;-1411.47;250.134;-1411.47;-2000;588.53;
1420;1740;-1;-1;-572.712;571.712;-572.712;-631.001;58.2887;-631.001;-1173.78;542.783;-1173.78;-1416.8;243.015;-1416.8;-2000;583.201;
1460;1740;-1;-1;-589.374;588.374;-589.374;-648.713;59.3387;-648.713;-1184.67;535.956;-1184.67;-1421.5;236.827;-1421.5;-2000;578.504;
1500;1740;-1;-1;-605.299;604.299;-605.299;-665.703;60.4046;-665.703;-1193.97;528.267;-1193.97;-1425.41;231.444;-1425.41;-2000;574.586;
1540;1740;-1;-1;-620.212;619.212;-620.212;-681.589;61.3776;-681.589;-1201.57;519.982;-1201.57;-1428.36;226.789;-1428.36;-2000;571.64;
1580;1740;-1;-1;-633.747;632.747;-633.747;-695.961;62.2143;-695.961;-1207.3;511.338;-1207.3;-1430.1;222.8;-1430.1;-2000;569.9;
1620;1740;-1;-1;-645.534;644.534;-645.534;-708.409;62.8747;-708.409;-1211.03;502.617;-1211.03;-1430.37;219.344;-1430.37;-2000;569.63;
1660;1740;-1;-1;-655.208;654.208;-655.208;-718.544;63.3363;-718.544;-1212.43;493.882;-1212.43;-1428.89;216.464;-1428.89;-2000;571.109;
1700;1740;-1;-1;-662.429;661.429;-662.429;-726.023;63.5941;-726.023;-1211.29;485.264;-1211.29;-1425.38;214.09;-1425.38;-2000;574.624;
1740;1740;-1;-1;-666.907;665.907;-666.907;-730.561;63.654;-730.561;-1207.44;476.881;-1207.44;-1419.55;212.104;-1419.55;-2000;580.453;
1780;1740;-1;-1;-668.514;667.514;-668.514;-731.951;63.4367;-731.951;-1200.68;468.727;-1200.68;-1411.14;210.463;-1411.14;-2000;588.859;
1820;1740;-1;-1;-667.174;666.174;-667.174;-730.101;62.9266;-730.101;-1190.85;460.748;-1190.85;-1399.93;209.081;-1399.93;-2000;600.07;
1860;1740;-1;-1;-662.865;661.865;-662.865;-725.123;62.2581;-725.123;-1177.89;452.769;-1177.89;-1385.73;207.838;-1385.73;-2000;614.27;
1900;1740;-1;-1;-655.65;654.65;-655.65;-717.122;61.4722;-717.122;-1161.81;444.687;-1161.81;-1368.43;206.616;-1368.43;-2000;631.575;
1940;1740;-1;-1;-645.669;644.669;-645.669;-706.266;60.5977;-706.266;-1142.67;436.405;-1142.67;-1347.97;205.297;-1347.97;-2000;652.032;
