"x";"y";"zTopo";"from_SecondarySeal";"to_SecondarySeal";"thickness_SecondarySeal";"from_SecondaryReservoir";"to_SecondaryReservoir";"thickness_SecondaryReservoir";"from_Seal";"to_Seal";"thickness_Seal";"from_Reservoir";"to_Reservoir";"thickness_Reservoir";"from_NonReservoirDeep";"to_NonReservoirDeep";"thickness_NonReservoirDeep";
1660;1540;-1;-1;-742.733;741.733;-742.733;-803.185;60.4523;-803.185;-1270.02;466.831;-1270.02;-1474.64;204.621;-1474.64;-2000;525.363;
1700;1540;-1;-1;-757.474;756.474;-757.474;-818.57;61.0958;-818.57;-1278.8;460.229;-1278.8;-1480.04;201.237;-1480.04;-2000;519.964;
1740;1540;-1;-1;-768.761;767.761;-768.761;-830.17;61.4089;-830.17;-1283.52;453.347;-1283.52;-1482.23;198.709;-1482.23;-2000;517.774;
1780;1540;-1;-1;-776.029;775.029;-776.029;-837.441;61.4116;-837.441;-1283.84;446.397;-1283.84;-1480.77;196.933;-1480.77;-2000;519.229;
1820;1540;-1;-1;-778.88;777.88;-778.88;-840.028;61.1482;-840.028;-1279.49;439.463;-1279.49;-1475.29;195.797;-1475.29;-2000;524.713;
1860;1540;-1;-1;-777.114;776.114;-777.114;-837.787;60.6731;-837.787;-1270.3;432.517;-1270.3;-1465.46;195.159;-1465.46;-2000;534.537;
1900;1540;-1;-1;-770.747;769.747;-770.747;-830.789;60.0417;-830.789;-1256.28;425.487;-1256.28;-1451.09;194.813;-1451.09;-2000;548.911;
1940;1540;-1;-1;-759.98;758.98;-759.98;-819.286;59.3053;-819.286;-1237.55;418.261;-1237.55;-1432.08;194.534;-1432.08;-2000;567.92;
1980;1540;-1;-1;-745.162;744.162;-745.162;-803.672;58.5104;-803.672;-1214.45;410.774;-1214.45;-1408.5;194.054;-1408.5;-2000;591.5;
20;1500;-1;-1;-1;0;-1;-1;0;-1;-137.007;136.007;-137.007;-351.014;214.007;-351.014;-2000;1648.99;
60;1500;-1;-1;-1;0;-1;-1;0;-1;-163.904;162.904;-163.904;-383.507;219.604;-383.507;-2000;1616.49;
100;1500;-1;-1;-1;0;-1;-1;0;-1;-193.284;192.284;-193.284;-418.752;225.468;-418.752;-2000;1581.25;
140;1500;-1;-1;-1;0;-1;-1;0;-1;-225.073;224.073;-225.073;-456.607;231.534;-456.607;-2000;1543.39;
180;1500;-1;-1;-1;0;-1;-1;0;-1;-259.296;258.296;-259.296;-496.81;237.514;-496.81;-2000;1503.19;
220;1500;-1;-1;-1;0;-1;-1;0;-1;-295.783;294.783;-295.783;-538.998;243.215;-538.998;-2000;1461;
260;1500;-1;-1;-1;0;-1;-1;0;-1;-334.299;333.299;-334.299;-582.718;248.419;-582.718;-2000;1417.28;
300;1500;-1;-1;-1;0;-1;-1;0;-1;-374.509;373.509;-374.509;-627.466;252.957;-627.466;-2000;1372.53;
340;1500;-1;-1;-1;0;-1;-1;0;-1;-416.003;415.003;-416.003;-672.712;256.709;-672.712;-2000;1327.29;
380;1500;-1;-1;-1;0;-1;-1;0;-1;-458.324;457.324;-458.324;-717.932;259.608;-717.932;-2000;1282.07;
420;1500;-1;-1;-1;0;-1;-23.2984;22.2984;-23.2984;-500.96;477.661;-500.96;-762.616;261.656;-762.616;-2000;1237.38;
460;1500;-1;-1;-1;0;-1;-60.6309;59.6309;-60.6309;-543.444;482.813;-543.444;-806.286;262.842;-806.286;-2000;1193.71;
500;1500;-1;-1;-33.4952;32.4952;-33.4952;-98.7195;65.2243;-98.7195;-585.298;486.579;-585.298;-848.505;263.206;-848.505;-2000;1151.5;
540;1500;-1;-1;-71.6892;70.6892;-71.6892;-137.18;65.4904;-137.18;-626.085;488.906;-626.085;-888.921;262.835;-888.921;-2000;1111.08;
580;1500;-1;-1;-110.079;109.079;-110.079;-175.591;65.5129;-175.591;-665.4;489.808;-665.4;-927.281;261.881;-927.281;-2000;1072.72;
620;1500;-1;-1;-148.278;147.278;-148.278;-213.599;65.3211;-213.599;-702.841;489.242;-702.841;-963.511;260.669;-963.511;-2000;1036.49;
660;1500;-1;-1;-185.938;184.938;-185.938;-250.859;64.9206;-250.859;-738.099;487.24;-738.099;-997.752;259.653;-997.752;-2000;1002.25;
700;1500;-1;-1;-222.752;221.752;-222.752;-287.083;64.3306;-287.083;-770.93;483.848;-770.93;-1030.34;259.406;-1030.34;-2000;969.664;
740;1500;-1;-1;-258.467;257.467;-258.467;-322.037;63.5699;-322.037;-801.239;479.201;-801.239;-1061.89;260.653;-1061.89;-2000;938.109;
780;1500;-1;-1;-292.882;291.882;-292.882;-355.535;62.6531;-355.535;-829.173;473.638;-829.173;-1093.23;264.055;-1093.23;-2000;906.772;
820;1500;-1;-1;-325.838;324.838;-325.838;-387.443;61.6044;-387.443;-855.102;467.66;-855.102;-1079.76;224.654;-1079.76;-2000;920.243;
860;1500;-1;-1;-357.235;356.235;-357.235;-417.689;60.4544;-417.689;-879.677;461.988;-879.677;-1039.85;160.178;-1039.85;-2000;960.145;
900;1500;-1;-1;-387.019;386.019;-387.019;-446.258;59.2386;-446.258;-903.934;457.676;-903.934;-1000.28;96.3464;-1000.28;-2000;999.719;
940;1500;-1;-1;-415.202;414.202;-415.202;-473.229;58.027;-473.229;-929.059;455.831;-929.059;-999.259;70.1997;-999.259;-2000;1000.74;
980;1500;-1;-1;-441.857;440.857;-441.857;-498.743;56.8859;-498.743;-919.664;420.921;-919.664;-1030.51;110.846;-1030.51;-2000;969.49;
1020;1500;-1;-1;-467.118;466.118;-467.118;-522.999;55.881;-522.999;-879.983;356.984;-879.983;-1066.75;186.766;-1066.75;-2000;933.251;
1060;1500;-1;-1;-491.178;490.178;-491.178;-546.265;55.0874;-546.265;-840.215;293.95;-840.215;-1107.54;267.329;-1107.54;-2000;892.456;
1100;1500;-1;-1;-514.265;513.265;-514.265;-568.829;54.5639;-568.829;-841.948;273.12;-841.948;-1150.22;308.274;-1150.22;-2000;849.778;
1140;1500;-1;-1;-536.636;535.636;-536.636;-590.995;54.3591;-590.995;-871.529;280.533;-871.529;-1191.22;319.689;-1191.22;-2000;808.782;
1180;1500;-1;-1;-558.551;557.551;-558.551;-613.071;54.5197;-613.071;-904.345;291.275;-904.345;-1228.42;324.071;-1228.42;-2000;771.583;
1220;1500;-1;-1;-580.271;579.271;-580.271;-635.332;55.0608;-635.332;-940.436;305.105;-940.436;-1261.46;321.02;-1261.46;-2000;738.544;
1260;1500;-1;-1;-602.022;601.022;-602.022;-639.7;37.6777;-639.7;-979.195;339.495;-979.195;-1290.82;311.622;-1290.82;-2000;709.182;
1300;1500;-1;-1;-599.806;598.806;-599.806;-600.498;0.691548;-600.498;-1019.33;418.835;-1019.33;-1317.18;297.842;-1317.18;-2000;682.825;
1340;1500;-1;-1;-575.662;574.662;-575.662;-624.365;48.7032;-624.365;-1059.16;434.79;-1059.16;-1341.23;282.074;-1341.23;-2000;658.771;
1380;1500;-1;-1;-598.916;597.916;-598.916;-648.678;49.7621;-648.678;-1097.07;448.391;-1097.07;-1363.42;266.351;-1363.42;-2000;636.58;
1420;1500;-1;-1;-622.33;621.33;-622.33;-673.373;51.0429;-673.373;-1132.13;458.761;-1132.13;-1384.09;251.956;-1384.09;-2000;615.91;
1460;1500;-1;-1;-645.86;644.86;-645.86;-698.357;52.497;-698.357;-1163.99;465.637;-1163.99;-1403.41;239.417;-1403.41;-2000;596.589;
1500;1500;-1;-1;-669.354;668.354;-669.354;-723.413;54.0592;-723.413;-1192.61;469.196;-1192.61;-1421.48;228.873;-1421.48;-2000;578.518;
1540;1500;-1;-1;-692.538;691.538;-692.538;-748.185;55.6466;-748.185;-1218.01;469.829;-1218.01;-1438.16;220.145;-1438.16;-2000;561.841;
1580;1500;-1;-1;-714.995;713.995;-714.995;-772.158;57.1629;-772.158;-1240.2;468.043;-1240.2;-1453.22;213.022;-1453.22;-2000;546.777;
1620;1500;-1;-1;-736.161;735.161;-736.161;-794.69;58.5297;-794.69;-1259.04;464.35;-1259.04;-1466.32;207.277;-1466.32;-2000;533.682;
1660;1500;-1;-1;-755.338;754.338;-755.338;-814.927;59.5893;-814.927;-1274.28;459.352;-1274.28;-1476.99;202.712;-1476.99;-2000;523.008;
1700;1500;-1;-1;-771.744;770.744;-771.744;-832.085;60.3405;-832.085;-1285.57;453.48;-1285.57;-1484.73;199.17;-1484.73;-2000;515.265;
1740;1500;-1;-1;-784.593;783.593;-784.593;-845.324;60.7313;-845.324;-1292.49;447.166;-1292.49;-1489.02;196.531;-1489.02;-2000;510.979;
1780;1500;-1;-1;-793.204;792.204;-793.204;-853.974;60.7698;-853.974;-1294.65;440.68;-1294.65;-1489.35;194.7;-1489.35;-2000;510.646;
1820;1500;-1;-1;-797.058;796.058;-797.058;-857.584;60.5254;-857.584;-1291.72;434.139;-1291.72;-1485.3;193.575;-1485.3;-2000;514.702;
1860;1500;-1;-1;-795.926;794.926;-795.926;-855.966;60.0404;-855.966;-1283.49;427.525;-1283.49;-1476.51;193.017;-1476.51;-2000;523.492;
1900;1500;-1;-1;-789.819;788.819;-789.819;-849.2;59.3805;-849.2;-1269.95;420.746;-1269.95;-1462.76;192.814;-1462.76;-2000;537.24;
1940;1500;-1;-1;-778.985;777.985;-778.985;-837.59;58.605;-837.59;-1251.26;413.666;-1251.26;-1443.97;192.715;-1443.97;-2000;556.029;
1980;1500;-1;-1;-763.845;762.845;-763.845;-821.61;57.7657;-821.61;-1227.81;406.204;-1227.81;-1420.22;192.41;-1420.22;-2000;579.775;
20;1460;-1;-1;-1;0;-1;-1;0;-1;-125.7;124.7;-125.7;-334.397;208.697;-334.397;-2000;1665.6;
60;1460;-1;-1;-1;0;-1;-1;0;-1;-152.296;151.296;-152.296;-366.348;214.052;-366.348;-2000;1633.65;
100;1460;-1;-1;-1;0;-1;-1;0;-1;-181.349;180.349;-181.349;-401.032;219.684;-401.032;-2000;1598.97;
140;1460;-1;-1;-1;0;-1;-1;0;-1;-212.868;211.868;-212.868;-438.318;225.451;-438.318;-2000;1561.68;
180;1460;-1;-1;-1;0;-1;-1;0;-1;-246.806;245.806;-246.806;-477.936;231.131;-477.936;-2000;1522.06;
220;1460;-1;-1;-1;0;-1;-1;0;-1;-283.019;282.019;-283.019;-519.512;236.492;-519.512;-2000;1480.49;
260;1460;-1;-1;-1;0;-1;-1;0;-1;-321.265;320.265;-321.265;-562.58;241.315;-562.58;-2000;1437.42;
300;1460;-1;-1;-1;0;-1;-1;0;-1;-361.193;360.193;-361.193;-606.633;245.44;-606.633;-2000;1393.37;
340;1460;-1;-1;-1;0;-1;-1;0;-1;-402.367;401.367;-402.367;-651.165;248.798;-651.165;-2000;1348.84;
380;1460;-1;-1;-1;0;-1;-1;0;-1;-444.318;443.318;-444.318;-695.691;251.373;-695.691;-2000;1304.31;
420;1460;-1;-1;-1;0;-1;-20.7918;19.7918;-20.7918;-486.53;465.738;-486.53;-739.769;253.239;-739.769;-2000;1260.23;
460;1460;-1;-1;-1;0;-1;-58.6226;57.6226;-58.6226;-528.546;469.924;-528.546;-783.006;254.46;-783.006;-2000;1216.99;
500;1460;-1;-1;-32.9538;31.9538;-32.9538;-97.2487;64.2949;-97.2487;-569.937;472.688;-569.937;-825.032;255.096;-825.032;-2000;1174.97;
540;1460;-1;-1;-71.787;70.787;-71.787;-136.272;64.4852;-136.272;-610.317;474.045;-610.317;-865.556;255.239;-865.556;-2000;1134.44;
580;1460;-1;-1;-110.843;109.843;-110.843;-175.275;64.4325;-175.275;-649.368;474.093;-649.368;-904.365;254.998;-904.365;-2000;1095.63;
620;1460;-1;-1;-149.733;148.733;-149.733;-213.902;64.1686;-213.902;-686.775;472.873;-686.775;-941.383;254.608;-941.383;-2000;1058.62;
660;1460;-1;-1;-188.118;187.118;-188.118;-251.831;63.7134;-251.831;-722.311;470.48;-722.311;-976.723;254.412;-976.723;-2000;1023.28;
700;1460;-1;-1;-225.703;224.703;-225.703;-288.804;63.1013;-288.804;-755.817;467.013;-755.817;-1010.69;254.87;-1010.69;-2000;989.313;
740;1460;-1;-1;-262.266;261.266;-262.266;-324.62;62.3539;-324.62;-787.241;462.621;-787.241;-1043.81;256.571;-1043.81;-2000;956.188;
780;1460;-1;-1;-297.624;296.624;-297.624;-359.092;61.468;-359.092;-816.763;457.671;-816.763;-1076.82;260.058;-1076.82;-2000;923.178;
820;1460;-1;-1;-331.63;330.63;-331.63;-392.104;60.4743;-392.104;-844.734;452.63;-844.734;-1079.65;234.912;-1079.65;-2000;920.354;
860;1460;-1;-1;-364.168;363.168;-364.168;-423.557;59.3895;-423.557;-871.711;448.154;-871.711;-1039.95;168.241;-1039.95;-2000;960.048;
900;1460;-1;-1;-395.16;394.16;-395.16;-453.408;58.2482;-453.408;-898.619;445.21;-898.619;-1000.02;101.399;-1000.02;-2000;999.983;
940;1460;-1;-1;-424.578;423.578;-424.578;-481.685;57.1065;-481.685;-926.466;444.781;-926.466;-960.445;33.979;-960.445;-2000;1039.55;
980;1460;-1;-1;-452.451;451.451;-452.451;-508.48;56.0294;-508.48;-919.646;411.166;-919.646;-983.821;64.1754;-983.821;-2000;1016.18;
1020;1460;-1;-1;-478.869;477.869;-478.869;-533.955;55.0858;-533.955;-879.939;345.984;-879.939;-1018.69;138.75;-1018.69;-2000;981.311;
1060;1460;-1;-1;-503.987;502.987;-503.987;-558.336;54.3496;-558.336;-840.089;281.752;-840.089;-1058.05;217.965;-1058.05;-2000;941.946;
1100;1460;-1;-1;-528.014;527.014;-528.014;-581.907;53.8926;-581.907;-825.609;243.702;-825.609;-1100.96;275.348;-1100.96;-2000;899.042;
1140;1460;-1;-1;-551.204;550.204;-551.204;-604.954;53.7496;-604.954;-855.378;250.424;-855.378;-1144.79;289.41;-1144.79;-2000;855.211;
1180;1460;-1;-1;-573.836;572.836;-573.836;-627.825;53.9886;-627.825;-887.812;259.987;-887.812;-1186.66;298.845;-1186.66;-2000;813.343;
1220;1460;-1;-1;-596.197;595.197;-596.197;-650.823;54.6255;-650.823;-923.104;272.282;-923.104;-1224.84;301.732;-1224.84;-2000;775.164;
1260;1460;-1;-1;-618.555;617.555;-618.555;-639.819;21.2636;-639.819;-960.978;321.159;-960.978;-1259.15;298.171;-1259.15;-2000;740.85;
1300;1460;-1;-1;-599.94;598.94;-599.94;-601.912;1.97249;-601.912;-1000.59;398.676;-1000.59;-1290.02;289.429;-1290.02;-2000;709.982;
1340;1460;-1;-1;-578.874;577.874;-578.874;-626.27;47.3963;-626.27;-1040.73;414.456;-1040.73;-1318.03;277.309;-1318.03;-2000;681.965;
1380;1460;-1;-1;-602.598;601.598;-602.598;-651.021;48.4234;-651.021;-1079.97;428.95;-1079.97;-1343.77;263.798;-1343.77;-2000;656.23;
1420;1460;-1;-1;-626.545;625.545;-626.545;-676.23;49.6851;-676.23;-1117.21;440.984;-1117.21;-1367.67;250.456;-1367.67;-2000;632.33;
1460;1460;-1;-1;-650.721;649.721;-650.721;-701.861;51.1397;-701.861;-1151.79;449.927;-1151.79;-1390.04;238.249;-1390.04;-2000;609.963;
1500;1460;-1;-1;-675.027;674.027;-675.027;-727.757;52.7295;-727.757;-1183.39;455.629;-1183.39;-1411.01;227.62;-1411.01;-2000;588.995;
1540;1460;-1;-1;-699.235;698.235;-699.235;-753.613;54.3784;-753.613;-1211.84;458.225;-1211.84;-1430.55;218.711;-1430.55;-2000;569.451;
1580;1460;-1;-1;-722.957;721.957;-722.957;-778.948;55.9911;-778.948;-1237.06;458.116;-1237.06;-1448.46;211.401;-1448.46;-2000;551.536;
1620;1460;-1;-1;-745.622;744.622;-745.622;-803.081;57.4591;-803.081;-1258.87;455.787;-1258.87;-1464.38;205.51;-1464.38;-2000;535.621;
1660;1460;-1;-1;-766.479;765.479;-766.479;-825.155;58.676;-825.155;-1276.95;451.792;-1276.95;-1477.78;200.838;-1477.78;-2000;522.216;
1700;1460;-1;-1;-784.632;783.632;-784.632;-844.177;59.545;-844.177;-1290.87;446.696;-1290.87;-1488.08;197.211;-1488.08;-2000;511.916;
1740;1460;-1;-1;-799.145;798.145;-799.145;-859.165;60.0198;-859.165;-1300.15;440.986;-1300.15;-1494.66;194.509;-1494.66;-2000;505.34;
1780;1460;-1;-1;-809.168;808.168;-809.168;-869.282;60.1139;-869.282;-1304.28;434.998;-1304.28;-1496.93;192.648;-1496.93;-2000;503.072;
1820;1460;-1;-1;-814.079;813.079;-814.079;-873.957;59.8789;-873.957;-1302.84;428.887;-1302.84;-1494.39;191.545;-1494.39;-2000;505.611;
1860;1460;-1;-1;-813.567;812.567;-813.567;-872.949;59.3819;-872.949;-1295.59;422.639;-1295.59;-1486.66;191.072;-1486.66;-2000;513.339;
1900;1460;-1;-1;-807.652;806.652;-807.652;-866.348;58.6953;-866.348;-1282.48;416.137;-1282.48;-1473.5;191.018;-1473.5;-2000;526.498;
1940;1460;-1;-1;-796.65;795.65;-796.65;-854.529;57.8791;-854.529;-1263.74;409.216;-1263.74;-1454.84;191.099;-1454.84;-2000;545.157;
1980;1460;-1;-1;-781.078;780.078;-781.078;-838.069;56.991;-838.069;-1239.84;401.77;-1239.84;-1430.82;190.979;-1430.82;-2000;569.182;
20;1420;-1;-1;-1;0;-1;-1;0;-1;-115.848;114.848;-115.848;-319.706;203.858;-319.706;-2000;1680.29;
60;1420;-1;-1;-1;0;-1;-1;0;-1;-142.144;141.144;-142.144;-351.139;208.995;-351.139;-2000;1648.86;
100;1420;-1;-1;-1;0;-1;-1;0;-1;-170.899;169.899;-170.899;-385.303;214.404;-385.303;-2000;1614.7;
140;1420;-1;-1;-1;0;-1;-1;0;-1;-202.129;201.129;-202.129;-422.057;219.928;-422.057;-2000;1577.94;
180;1420;-1;-1;-1;0;-1;-1;0;-1;-235.799;234.799;-235.799;-461.139;225.34;-461.139;-2000;1538.86;
220;1420;-1;-1;-1;0;-1;-1;0;-1;-271.765;270.765;-271.765;-502.154;230.389;-502.154;-2000;1497.85;
260;1420;-1;-1;-1;0;-1;-1;0;-1;-309.776;308.776;-309.776;-544.618;234.842;-544.618;-2000;1455.38;
300;1420;-1;-1;-1;0;-1;-1;0;-1;-349.474;348.474;-349.474;-588.013;238.539;-588.013;-2000;1411.99;
340;1420;-1;-1;-1;0;-1;-1;0;-1;-390.387;389.387;-390.387;-631.834;241.447;-631.834;-2000;1368.17;
380;1420;-1;-1;-1;0;-1;-1;0;-1;-432.031;431.031;-432.031;-675.636;243.606;-675.636;-2000;1324.36;
420;1420;-1;-1;-1;0;-1;-18.9978;17.9978;-18.9978;-473.902;454.905;-473.902;-719.038;245.136;-719.038;-2000;1280.96;
460;1420;-1;-1;-1;0;-1;-57.2907;56.2907;-57.2907;-515.496;458.205;-515.496;-761.721;246.225;-761.721;-2000;1238.28;
500;1420;-1;-1;-33.0142;32.0142;-33.0142;-96.4111;63.397;-96.4111;-556.484;460.073;-556.484;-803.41;246.926;-803.41;-2000;1196.59;
540;1420;-1;-1;-72.4398;71.4398;-72.4398;-135.944;63.5043;-135.944;-596.521;460.577;-596.521;-843.877;247.357;-843.877;-2000;1156.12;
580;1420;-1;-1;-112.1;111.1;-112.1;-175.47;63.3705;-175.47;-635.366;459.896;-635.366;-882.973;247.606;-882.973;-2000;1117.03;
620;1420;-1;-1;-151.609;150.609;-151.609;-214.637;63.0277;-214.637;-672.819;458.182;-672.819;-920.625;247.806;-920.625;-2000;1079.38;
660;1420;-1;-1;-190.632;189.632;-190.632;-253.151;62.5182;-253.151;-708.641;455.49;-708.641;-956.94;248.299;-956.94;-2000;1043.06;
700;1420;-1;-1;-228.909;227.909;-228.909;-290.79;61.8807;-290.79;-742.819;452.029;-742.819;-992.188;249.369;-992.188;-2000;1007.81;
740;1420;-1;-1;-266.245;265.245;-266.245;-327.388;61.1432;-327.388;-775.307;447.919;-775.307;-1026.83;251.523;-1026.83;-2000;973.169;
780;1420;-1;-1;-302.487;301.487;-302.487;-362.79;60.3033;-362.79;-806.292;443.502;-806.292;-1061.5;255.208;-1061.5;-2000;938.5;
820;1420;-1;-1;-337.502;336.502;-337.502;-396.872;59.3706;-396.872;-836.097;439.224;-836.097;-1079.57;243.474;-1079.57;-2000;920.429;
860;1420;-1;-1;-371.164;370.164;-371.164;-429.518;58.3535;-429.518;-865.196;435.678;-865.196;-1039.85;174.655;-1039.85;-2000;960.149;
900;1420;-1;-1;-403.366;402.366;-403.366;-460.645;57.2791;-460.645;-894.42;433.775;-894.42;-999.86;105.44;-999.86;-2000;1000.14;
940;1420;-1;-1;-434.03;433.03;-434.03;-490.226;56.1963;-490.226;-924.638;434.412;-924.638;-960.203;35.5651;-960.203;-2000;1039.8;
980;1420;-1;-1;-463.128;462.128;-463.128;-518.295;55.1667;-518.295;-919.633;401.339;-919.633;-944.804;25.1708;-944.804;-2000;1055.2;
1020;1420;-1;-1;-490.696;489.696;-490.696;-544.96;54.2638;-544.96;-879.906;334.946;-879.906;-979.088;99.1824;-979.088;-2000;1020.91;
1060;1420;-1;-1;-516.842;515.842;-516.842;-570.406;53.5637;-570.406;-840.001;269.596;-840.001;-1017.07;177.068;-1017.07;-2000;982.93;
1100;1420;-1;-1;-541.749;540.749;-541.749;-594.889;53.1401;-594.889;-810.604;215.715;-810.604;-1058.79;248.189;-1058.79;-2000;941.207;
1140;1420;-1;-1;-565.667;564.667;-565.667;-618.724;53.0566;-618.724;-840.574;221.851;-840.574;-1102.85;262.277;-1102.85;-2000;897.149;
1180;1420;-1;-1;-588.898;587.898;-588.898;-642.266;53.3683;-642.266;-872.731;230.465;-872.731;-1146.85;274.123;-1146.85;-2000;853.145;
1220;1420;-1;-1;-611.769;610.769;-611.769;-665.87;54.1005;-665.87;-907.403;241.533;-907.403;-1188.62;281.221;-1188.62;-2000;811.375;
1260;1420;-1;-1;-634.607;633.607;-634.607;-639.904;5.2975;-639.904;-944.488;304.584;-944.488;-1226.97;282.479;-1226.97;-2000;773.032;
1300;1420;-1;-1;-599.785;598.785;-599.785;-602.973;3.18779;-602.973;-983.525;380.553;-983.525;-1261.83;278.301;-1261.83;-2000;738.174;
1340;1420;-1;-1;-581.487;580.487;-581.487;-627.588;46.101;-627.588;-1023.41;395.825;-1023.41;-1293.56;270.149;-1293.56;-2000;706.438;
1380;1420;-1;-1;-605.524;604.524;-605.524;-652.613;47.0887;-652.613;-1063.3;410.688;-1063.3;-1322.69;259.39;-1322.69;-2000;677.309;
1420;1420;-1;-1;-629.844;628.844;-629.844;-678.167;48.3233;-678.167;-1102.05;423.88;-1102.05;-1349.71;247.663;-1349.71;-2000;650.29;
1460;1420;-1;-1;-654.511;653.511;-654.511;-704.278;49.7671;-704.278;-1138.82;434.539;-1138.82;-1375.01;236.193;-1375.01;-2000;624.99;
1500;1420;-1;-1;-679.485;678.485;-679.485;-730.857;51.3716;-730.857;-1173.05;442.19;-1173.05;-1398.83;225.788;-1398.83;-2000;601.165;
1540;1420;-1;-1;-704.597;703.597;-704.597;-757.668;53.0703;-757.668;-1204.37;446.706;-1204.37;-1421.24;216.867;-1421.24;-2000;578.759;
1580;1420;-1;-1;-729.505;728.505;-729.505;-784.279;54.7736;-784.279;-1232.57;448.29;-1232.57;-1442.07;209.506;-1442.07;-2000;557.925;
1620;1420;-1;-1;-753.652;752.652;-753.652;-810.022;56.3697;-810.022;-1257.34;447.323;-1257.34;-1460.95;203.609;-1460.95;-2000;539.046;
1660;1420;-1;-1;-776.237;775.237;-776.237;-833.966;57.7296;-833.966;-1278.34;444.371;-1278.34;-1477.3;198.958;-1477.3;-2000;522.705;
1700;1420;-1;-1;-796.25;795.25;-796.25;-854.97;58.72;-854.97;-1295.03;440.061;-1295.03;-1490.38;195.352;-1490.38;-2000;509.617;
1740;1420;-1;-1;-812.547;811.547;-812.547;-871.841;59.2945;-871.841;-1306.81;434.966;-1306.81;-1499.46;192.655;-1499.46;-2000;500.538;
1780;1420;-1;-1;-824.096;823.096;-824.096;-883.533;59.4364;-883.533;-1313.03;429.499;-1313.03;-1503.83;190.798;-1503.83;-2000;496.171;
1820;1420;-1;-1;-830.105;829.105;-830.105;-889.318;59.2126;-889.318;-1313.16;423.846;-1313.16;-1502.9;189.736;-1502.9;-2000;497.1;
1860;1420;-1;-1;-830.185;829.185;-830.185;-888.888;58.7034;-888.888;-1306.89;417.999;-1306.89;-1496.24;189.356;-1496.24;-2000;503.756;
1900;1420;-1;-1;-824.371;823.371;-824.371;-882.357;57.9855;-882.357;-1294.15;411.798;-1294.15;-1483.61;189.456;-1483.61;-2000;516.389;
1940;1420;-1;-1;-813.068;812.068;-813.068;-870.193;57.1258;-870.193;-1275.24;405.043;-1275.24;-1464.95;189.718;-1464.95;-2000;535.045;
1980;1420;-1;-1;-796.923;795.923;-796.923;-853.11;56.1877;-853.11;-1250.7;397.594;-1250.7;-1440.47;189.765;-1440.47;-2000;559.531;
20;1380;-1;-1;-1;0;-1;-1;0;-1;-107.292;106.292;-107.292;-306.772;199.48;-306.772;-2000;1693.23;
60;1380;-1;-1;-1;0;-1;-1;0;-1;-133.288;132.288;-133.288;-337.716;204.428;-337.716;-2000;1662.28;
100;1380;-1;-1;-1;0;-1;-1;0;-1;-161.748;160.748;-161.748;-371.398;209.65;-371.398;-2000;1628.6;
140;1380;-1;-1;-1;0;-1;-1;0;-1;-192.729;191.729;-192.729;-407.676;214.947;-407.676;-2000;1592.32;
180;1380;-1;-1;-1;0;-1;-1;0;-1;-226.115;225.115;-226.115;-446.286;220.171;-446.286;-2000;1553.71;
220;1380;-1;-1;-1;0;-1;-1;0;-1;-261.863;260.863;-261.863;-486.815;224.952;-486.815;-2000;1513.19;
260;1380;-1;-1;-1;0;-1;-1;0;-1;-299.681;298.681;-299.681;-528.752;229.071;-528.752;-2000;1471.25;
300;1380;-1;-1;-1;0;-1;-1;0;-1;-339.198;338.198;-339.198;-571.558;232.36;-571.558;-2000;1428.44;
340;1380;-1;-1;-1;0;-1;-1;0;-1;-379.913;378.913;-379.913;-614.722;234.808;-614.722;-2000;1385.28;
380;1380;-1;-1;-1;0;-1;-1;0;-1;-421.316;420.316;-421.316;-657.824;236.508;-657.824;-2000;1342.18;
420;1380;-1;-1;-1;0;-1;-17.7851;16.7851;-17.7851;-462.874;445.089;-462.874;-700.537;237.663;-700.537;-2000;1299.46;
460;1380;-1;-1;-1;0;-1;-56.5062;55.5062;-56.5062;-504.143;447.637;-504.143;-742.622;238.479;-742.622;-2000;1257.38;
500;1380;-1;-1;-33.5437;32.5437;-33.5437;-96.0779;62.5342;-96.0779;-544.779;448.701;-544.779;-783.91;239.131;-783.91;-2000;1216.09;
540;1380;-1;-1;-73.509;72.509;-73.509;-136.067;62.5578;-136.067;-584.517;448.45;-584.517;-824.205;239.689;-824.205;-2000;1175.79;
580;1380;-1;-1;-113.716;112.716;-113.716;-176.047;62.3312;-176.047;-623.19;447.144;-623.19;-863.45;240.259;-863.45;-2000;1136.55;
620;1380;-1;-1;-153.767;152.767;-153.767;-215.669;61.9018;-215.669;-660.656;444.986;-660.656;-901.605;240.95;-901.605;-2000;1098.39;
660;1380;-1;-1;-193.343;192.343;-193.343;-254.675;61.3323;-254.675;-696.814;442.139;-696.814;-938.776;241.963;-938.776;-2000;1061.22;
700;1380;-1;-1;-232.216;231.216;-232.216;-292.89;60.6741;-292.89;-731.629;438.739;-731.629;-975.203;243.574;-975.203;-2000;1024.8;
740;1380;-1;-1;-270.238;269.238;-270.238;-330.194;59.956;-330.194;-765.102;434.908;-765.102;-1011.26;246.158;-1011.26;-2000;988.739;
780;1380;-1;-1;-307.298;306.298;-307.298;-366.466;59.1687;-366.466;-797.409;430.943;-797.409;-1047.52;250.115;-1047.52;-2000;952.476;
820;1380;-1;-1;-343.278;342.278;-343.278;-401.581;58.3027;-401.581;-828.843;427.262;-828.843;-1079.52;250.676;-1079.52;-2000;920.482;
